timestamp,aqi,pm2_5,pm10,no2,so2,co,no,o3,nh3,hour,day,month,aqi_change_rate
2025-03-13 22:00:00,5.0,93.88,124.87,43.53,10.61,1762.39,2.32,5.99,14.06,22,13,3,0.0
2025-03-13 23:00:00,5.0,99.07,132.75,39.41,9.3,1842.5,7.04,0.91,11.15,23,13,3,0.0
2025-03-14 00:00:00,5.0,90.47,122.15,34.27,7.03,1695.63,9.16,0.24,8.74,0,14,3,0.0
2025-03-14 01:00:00,5.0,79.98,108.02,27.76,5.42,1468.66,7.71,0.2,8.23,1,14,3,0.0
2025-03-14 02:00:00,4.0,73.69,95.93,21.76,4.47,1308.44,6.2,0.2,7.98,2,14,3,-1.0
2025-03-14 03:00:00,4.0,67.64,87.96,17.48,4.11,1188.28,5.64,0.2,7.35,3,14,3,0.0
2025-03-14 04:00:00,4.0,62.25,81.94,15.77,3.99,1108.17,5.2,0.24,7.09,4,14,3,0.0
2025-03-14 05:00:00,4.0,58.13,76.4,16.96,4.05,1068.12,4.53,0.51,7.73,5,14,3,0.0
2025-03-14 06:00:00,4.0,55.37,73.34,21.08,4.41,1068.12,3.41,1.56,10.64,6,14,3,0.0
2025-03-14 07:00:00,4.0,67.47,90.87,29.13,6.62,1401.9,9.5,0.87,18.75,7,14,3,0.0
2025-03-14 08:00:00,5.0,88.9,121.29,32.9,9.66,2002.72,29.06,4.74,30.4,8,14,3,1.0
2025-03-14 09:00:00,5.0,93.34,128.64,41.13,12.04,2189.64,29.95,13.05,36.48,9,14,3,0.0
2025-03-14 10:00:00,5.0,90.38,125.93,44.55,12.16,1949.31,18.78,33.62,37.49,10,14,3,0.0
2025-03-14 11:00:00,5.0,91.55,127.0,38.39,11.32,1668.93,8.61,74.39,35.46,11,14,3,0.0
2025-03-14 12:00:00,3.0,43.97,56.99,17.48,14.78,907.9,1.98,115.87,15.2,12,14,3,-2.0
2025-03-14 13:00:00,3.0,32.02,40.39,14.57,16.45,774.38,1.36,124.45,12.29,13,14,3,0.0
2025-03-14 14:00:00,3.0,32.97,41.1,13.02,15.74,741.0,1.2,134.47,13.17,14,14,3,0.0
2025-03-14 15:00:00,4.0,30.25,37.54,9.68,11.8,654.22,0.69,141.62,12.16,15,14,3,1.0
2025-03-14 16:00:00,3.0,26.27,33.29,8.83,9.89,594.14,0.41,138.76,11.27,16,14,3,-1.0
2025-03-14 17:00:00,3.0,23.37,30.08,9.08,7.99,560.76,0.18,130.18,10.89,17,14,3,0.0
2025-03-14 18:00:00,3.0,23.58,30.15,13.54,7.09,640.87,0.03,115.87,13.68,18,14,3,0.0
2025-03-14 19:00:00,3.0,28.06,35.98,17.14,7.03,747.68,0.0,98.71,17.73,19,14,3,0.0
2025-03-14 20:00:00,3.0,33.32,43.54,19.54,7.21,827.79,0.0,83.68,21.03,20,14,3,0.0
2025-03-14 21:00:00,3.0,33.3,43.81,18.16,7.57,821.11,0.0,75.82,18.49,21,14,3,0.0
2025-03-14 22:00:00,3.0,32.49,40.99,16.45,8.23,794.41,0.0,74.39,12.79,22,14,3,0.0
2025-03-14 23:00:00,3.0,30.24,36.04,14.57,7.99,727.65,0.0,81.54,7.66,23,14,3,0.0
2025-03-15 00:00:00,2.0,23.88,27.15,11.14,6.32,600.81,0.0,92.98,4.94,0,15,3,-1.0
2025-03-15 01:00:00,3.0,17.67,19.86,6.77,4.35,487.33,0.0,101.57,4.18,1,15,3,1.0
2025-03-15 02:00:00,3.0,15.66,17.69,5.06,3.28,433.92,0.0,100.14,4.18,2,15,3,0.0
2025-03-15 03:00:00,2.0,16.43,18.98,5.48,2.83,440.6,0.0,92.98,4.69,3,15,3,-1.0
2025-03-15 04:00:00,2.0,17.87,21.35,6.94,2.86,473.98,0.0,81.54,5.45,4,15,3,0.0
2025-03-15 05:00:00,2.0,19.54,24.0,8.91,3.28,507.35,0.0,70.1,6.14,5,15,3,0.0
2025-03-15 06:00:00,2.0,21.91,27.71,11.65,4.11,567.44,0.0,59.37,7.16,6,15,3,0.0
2025-03-15 07:00:00,3.0,28.49,37.41,19.54,5.9,734.33,0.08,45.42,9.37,7,15,3,1.0
2025-03-15 08:00:00,3.0,34.86,46.86,25.36,7.45,934.6,3.19,36.48,12.03,8,15,3,0.0
2025-03-15 09:00:00,3.0,36.3,48.81,21.08,8.11,934.6,5.81,42.92,14.31,9,15,3,0.0
2025-03-15 10:00:00,3.0,34.77,46.5,17.82,8.58,854.49,3.86,57.94,16.47,10,15,3,0.0
2025-03-15 11:00:00,3.0,30.56,40.94,15.42,9.78,754.36,1.75,75.82,16.97,11,15,3,0.0
2025-03-15 12:00:00,2.0,22.75,30.46,13.19,14.07,607.49,0.45,98.71,12.29,12,15,3,-1.0
2025-03-15 13:00:00,3.0,21.69,28.37,13.02,17.4,587.46,0.68,103.0,10.77,13,15,3,1.0
2025-03-15 14:00:00,3.0,23.46,29.59,12.68,18.84,607.49,0.89,110.15,10.64,14,15,3,0.0
2025-03-15 15:00:00,3.0,40.96,51.4,35.3,18.84,1121.52,3.21,98.71,17.23,15,15,3,0.0
2025-03-15 16:00:00,5.0,76.58,95.59,79.51,19.31,2162.93,8.72,64.37,26.85,16,15,3,2.0
2025-03-15 17:00:00,5.0,111.6,138.43,124.75,20.98,3257.75,17.88,25.75,34.45,17,15,3,0.0
2025-03-15 18:00:00,5.0,135.17,168.0,141.2,22.65,3898.62,27.72,3.17,44.08,18,15,3,0.0
2025-03-15 19:00:00,5.0,137.76,171.45,116.53,17.64,3417.97,21.68,0.11,37.49,19,15,3,0.0
2025-03-15 20:00:00,5.0,99.39,124.51,74.71,11.32,2136.23,3.91,13.41,18.49,20,15,3,0.0
2025-03-15 21:00:00,4.0,56.17,72.62,33.24,7.99,1148.22,0.0,43.27,9.88,21,15,3,-1.0
2025-03-15 22:00:00,4.0,68.3,88.24,37.7,8.23,1361.85,0.08,28.25,10.13,22,15,3,0.0
2025-03-15 23:00:00,5.0,85.38,108.21,47.3,8.34,1682.28,0.8,12.87,11.27,23,15,3,1.0
2025-03-16 00:00:00,5.0,90.63,109.41,50.72,7.15,1815.8,1.66,5.63,10.13,0,16,3,0.0
2025-03-16 01:00:00,5.0,86.12,100.03,43.53,5.84,1655.58,1.17,5.19,8.99,1,16,3,0.0
2025-03-16 02:00:00,5.0,78.2,88.14,31.53,4.89,1361.85,0.54,7.33,9.12,2,16,3,0.0
2025-03-16 03:00:00,4.0,69.66,76.79,23.65,4.23,1121.52,0.29,9.83,7.92,3,16,3,-1.0
2025-03-16 04:00:00,4.0,65.52,71.38,21.42,3.73,1028.06,0.29,10.37,6.78,4,16,3,0.0
2025-03-16 05:00:00,4.0,63.79,69.16,21.93,3.49,1028.06,0.64,7.42,6.65,5,16,3,0.0
2025-03-16 06:00:00,4.0,64.01,69.96,22.96,3.55,1094.82,2.74,2.24,6.9,6,16,3,0.0
2025-03-16 07:00:00,5.0,75.92,86.5,22.62,5.01,1441.96,14.31,0.23,8.36,7,16,3,1.0
2025-03-16 08:00:00,5.0,93.98,111.03,25.36,6.97,2002.72,33.08,1.54,9.88,8,16,3,0.0
2025-03-16 09:00:00,5.0,100.17,122.9,33.93,8.94,2296.45,38.89,4.07,10.77,9,16,3,0.0
2025-03-16 10:00:00,5.0,97.7,126.75,41.13,10.37,2243.04,29.95,11.98,16.09,10,16,3,0.0
2025-03-16 11:00:00,5.0,97.96,130.0,42.5,11.21,1895.9,12.52,46.49,22.8,11,16,3,0.0
2025-03-16 12:00:00,3.0,34.75,44.19,10.97,13.35,714.3,1.1,130.18,9.88,12,16,3,-2.0
2025-03-16 13:00:00,4.0,22.59,28.27,7.03,12.76,560.76,0.57,143.05,7.22,13,16,3,1.0
2025-03-16 14:00:00,4.0,21.13,26.37,7.45,14.9,547.41,0.54,144.48,6.71,14,16,3,0.0
2025-03-16 15:00:00,4.0,21.3,26.44,9.34,17.64,560.76,0.55,143.05,6.9,15,16,3,0.0
2025-03-16 16:00:00,3.0,22.8,28.35,14.74,20.98,634.19,0.61,135.9,8.11,16,16,3,-1.0
2025-03-16 17:00:00,3.0,23.78,29.77,23.31,23.37,761.03,0.45,123.02,9.63,17,16,3,0.0
2025-03-16 18:00:00,3.0,43.43,56.99,71.97,23.37,1642.23,0.35,62.94,20.01,18,16,3,0.0
2025-03-16 19:00:00,5.0,89.92,118.6,122.01,23.37,3204.35,13.19,3.04,34.96,19,16,3,2.0
2025-03-16 20:00:00,5.0,144.79,191.02,130.24,23.84,4646.3,44.7,0.0,48.64,20,16,3,0.0
2025-03-16 21:00:00,5.0,196.01,258.89,132.98,23.13,5607.6,66.16,0.0,60.8,21,16,3,0.0
2025-03-16 22:00:00,5.0,230.44,304.43,126.12,20.03,5981.45,77.78,0.0,65.86,22,16,3,0.0
2025-03-16 23:00:00,5.0,233.74,310.46,109.67,15.5,5714.42,79.57,0.0,55.22,23,16,3,0.0
2025-03-17 00:00:00,5.0,193.72,262.93,87.05,10.01,4699.71,68.84,0.0,35.97,0,17,3,0.0
2025-03-17 01:00:00,5.0,156.5,216.39,67.86,7.75,3791.81,55.43,0.0,27.36,1,17,3,0.0
2025-03-17 02:00:00,5.0,137.69,192.96,54.84,6.97,3177.64,44.26,0.0,22.8,2,17,3,0.0
2025-03-17 03:00:00,5.0,123.37,175.86,45.24,6.38,2696.99,32.63,0.0,20.27,3,17,3,0.0
2025-03-17 04:00:00,5.0,116.21,166.88,39.76,6.02,2403.26,25.26,0.0,18.24,4,17,3,0.0
2025-03-17 05:00:00,5.0,114.82,163.69,38.39,5.72,2296.45,22.35,0.0,16.72,5,17,3,0.0
2025-03-17 06:00:00,5.0,115.05,162.11,38.39,5.84,2269.74,22.13,0.0,16.97,6,17,3,0.0
2025-03-17 07:00:00,5.0,139.0,192.18,40.44,8.82,2830.51,38.0,0.22,21.03,7,17,3,0.0
2025-03-17 08:00:00,5.0,182.22,245.27,45.93,12.76,3952.03,75.1,3.08,25.84,8,17,3,0.0
2025-03-17 09:00:00,5.0,215.07,281.0,66.49,16.21,4699.71,86.72,11.18,34.96,9,17,3,0.0
2025-03-17 10:00:00,5.0,249.42,316.32,109.67,19.31,4806.52,54.99,43.27,44.08,10,17,3,0.0
2025-03-17 11:00:00,5.0,298.6,367.41,126.12,21.93,4646.3,21.68,144.48,42.56,11,17,3,0.0
2025-03-17 12:00:00,5.0,59.21,72.44,21.59,29.8,1054.76,2.57,183.11,12.54,12,17,3,0.0
2025-03-17 13:00:00,4.0,33.42,41.64,9.42,18.84,640.87,1.12,178.81,8.87,13,17,3,-1.0
2025-03-17 14:00:00,4.0,27.92,35.56,7.8,15.97,540.73,0.88,173.09,7.79,14,17,3,0.0
2025-03-17 15:00:00,4.0,26.11,33.9,9.68,16.45,540.73,1.02,165.94,8.23,15,17,3,0.0
2025-03-17 16:00:00,4.0,27.82,36.6,15.77,18.12,640.87,1.33,157.36,10.01,16,17,3,0.0
2025-03-17 17:00:00,3.0,29.05,38.72,24.33,17.88,767.71,1.17,138.76,11.65,17,17,3,-1.0
2025-03-17 18:00:00,3.0,48.0,66.2,68.55,16.69,1548.77,0.68,73.67,22.55,18,17,3,0.0
2025-03-17 19:00:00,5.0,87.38,123.34,102.82,17.88,2563.48,7.82,6.79,39.01,19,17,3,2.0
2025-03-17 20:00:00,5.0,130.73,185.26,90.48,19.31,3311.16,31.74,0.01,52.18,20,17,3,0.0
2025-03-17 21:00:00,5.0,171.86,239.86,85.68,20.03,3791.81,44.26,0.0,62.82,21,17,3,0.0
2025-03-17 22:00:00,5.0,229.8,306.21,95.96,21.7,4592.9,57.22,0.0,69.92,22,17,3,0.0
2025-03-17 23:00:00,5.0,304.52,384.68,117.9,22.17,5981.45,81.36,0.0,72.96,23,17,3,0.0
2025-03-18 00:00:00,5.0,361.85,437.3,134.35,19.79,7263.18,104.61,0.0,68.9,0,18,3,0.0
2025-03-18 01:00:00,5.0,388.06,461.54,142.57,17.17,7690.43,106.39,0.0,67.89,1,18,3,0.0
2025-03-18 02:00:00,5.0,409.43,485.64,145.32,15.02,7904.05,101.92,0.0,66.88,2,18,3,0.0
2025-03-18 03:00:00,5.0,430.34,513.05,148.06,12.87,8331.3,100.14,0.0,60.8,3,18,3,0.0
2025-03-18 04:00:00,5.0,438.49,525.83,143.95,11.09,8438.11,93.88,0.0,54.21,4,18,3,0.0
2025-03-18 05:00:00,5.0,421.04,509.27,131.61,10.01,8010.86,84.04,0.0,45.09,5,18,3,0.0
2025-03-18 06:00:00,5.0,378.36,463.81,113.79,9.89,7156.37,73.31,0.0,43.57,6,18,3,0.0
2025-03-18 07:00:00,5.0,343.73,429.19,94.59,13.35,6622.31,80.47,0.2,54.72,7,18,3,0.0
2025-03-18 08:00:00,5.0,322.59,407.22,80.88,17.64,6568.91,107.29,3.26,60.8,8,18,3,0.0
2025-03-18 09:00:00,5.0,255.33,320.97,91.85,20.98,5393.98,81.36,15.2,54.72,9,18,3,0.0
2025-03-18 10:00:00,5.0,262.87,330.63,126.12,23.6,5287.17,54.09,48.64,52.18,10,18,3,0.0
2025-03-18 11:00:00,5.0,267.39,335.39,122.01,24.8,4486.08,21.9,135.9,45.6,11,18,3,0.0
2025-03-18 12:00:00,5.0,68.56,85.19,20.05,30.52,1014.71,2.32,191.69,16.09,12,18,3,0.0
2025-03-18 13:00:00,4.0,35.65,45.72,7.97,18.84,580.79,0.95,177.38,11.65,13,18,3,-1.0
2025-03-18 14:00:00,4.0,27.6,36.51,6.6,13.83,507.35,0.79,163.08,10.26,14,18,3,0.0
2025-03-18 15:00:00,4.0,25.75,34.89,8.83,12.76,527.38,0.91,153.06,10.51,15,18,3,0.0
2025-03-18 16:00:00,4.0,29.46,40.23,16.28,15.14,660.9,1.15,141.62,12.79,16,18,3,0.0
2025-03-18 17:00:00,3.0,32.76,45.34,28.1,17.88,841.14,0.96,124.45,15.07,17,18,3,-1.0
2025-03-18 18:00:00,4.0,51.41,72.02,76.09,20.03,1682.28,0.61,62.94,24.57,18,18,3,1.0
2025-03-18 19:00:00,5.0,94.01,131.79,123.38,24.56,3017.43,10.51,3.84,40.02,19,18,3,1.0
2025-03-18 20:00:00,5.0,146.29,203.92,126.12,30.28,4219.06,36.21,0.0,52.69,20,18,3,0.0
2025-03-18 21:00:00,5.0,203.77,277.17,131.61,35.29,5340.58,59.9,0.0,64.34,21,18,3,0.0
2025-03-18 22:00:00,5.0,265.29,347.94,141.2,39.58,6568.91,83.15,0.0,71.94,22,18,3,0.0
2025-03-18 23:00:00,5.0,304.96,390.41,157.65,40.53,7476.81,99.24,0.0,72.96,23,18,3,0.0
2025-03-19 00:00:00,5.0,295.9,377.75,157.65,33.86,7263.18,95.67,0.0,67.89,0,19,3,0.0
2025-03-19 01:00:00,5.0,285.2,364.25,141.2,26.7,6729.13,92.09,0.0,60.29,1,19,3,0.0
2025-03-19 02:00:00,5.0,305.47,385.45,131.61,22.65,6835.94,94.77,0.0,58.77,2,19,3,0.0
2025-03-19 03:00:00,5.0,326.31,406.12,119.27,18.84,6782.53,87.62,0.0,58.26,3,19,3,0.0
2025-03-19 04:00:00,5.0,339.39,412.51,105.56,14.78,6568.91,76.0,0.0,57.25,4,19,3,0.0
2025-03-19 05:00:00,5.0,334.24,393.38,89.11,12.16,6034.85,62.58,0.0,57.76,5,19,3,0.0
2025-03-19 06:00:00,5.0,283.21,327.28,71.97,11.56,4859.92,42.47,0.0,56.74,6,19,3,0.0
2025-03-19 07:00:00,5.0,263.94,308.82,64.43,16.45,4486.08,47.39,0.2,58.77,7,19,3,0.0
2025-03-19 08:00:00,5.0,308.32,363.33,71.29,22.89,5607.6,87.62,2.46,64.85,8,19,3,0.0
2025-03-19 09:00:00,5.0,354.38,415.68,94.59,27.18,6568.91,108.18,8.94,66.88,9,19,3,0.0
2025-03-19 10:00:00,5.0,399.12,464.08,149.43,30.52,6835.94,70.63,37.91,67.89,10,19,3,0.0
2025-03-19 11:00:00,5.0,486.5,554.14,180.96,32.9,6942.75,24.36,163.08,65.86,11,19,3,0.0
2025-03-19 12:00:00,5.0,114.73,138.25,30.85,42.92,1348.5,2.93,188.83,14.19,12,19,3,0.0
2025-03-19 13:00:00,5.0,61.08,79.77,16.62,30.28,854.49,1.68,181.67,10.89,13,19,3,0.0
2025-03-19 14:00:00,5.0,50.22,66.29,14.91,26.23,794.41,1.48,181.67,10.13,14,19,3,0.0
2025-03-19 15:00:00,4.0,41.38,55.59,15.42,23.6,734.33,1.54,168.8,9.5,15,19,3,-1.0
2025-03-19 16:00:00,4.0,36.22,49.61,18.68,25.51,720.98,1.65,153.06,9.88,16,19,3,0.0
2025-03-19 17:00:00,3.0,32.19,45.11,24.33,29.09,741.0,1.3,135.9,10.64,17,19,3,-1.0
2025-03-19 18:00:00,4.0,64.95,88.35,86.37,31.95,1789.09,1.1,68.66,27.87,18,19,3,1.0
2025-03-19 19:00:00,5.0,139.02,181.05,139.83,33.86,3231.05,12.41,3.04,52.69,19,19,3,1.0
2025-03-19 20:00:00,5.0,212.19,270.86,134.35,32.9,4005.43,31.29,0.01,70.93,20,19,3,0.0
2025-03-19 21:00:00,5.0,243.63,305.68,112.41,28.85,3791.81,22.35,0.09,82.08,21,19,3,0.0
2025-03-19 22:00:00,5.0,212.83,267.09,84.31,22.17,2990.72,8.16,1.48,79.04,22,19,3,0.0
2025-03-19 23:00:00,5.0,146.89,188.8,61.01,15.26,2136.23,1.17,13.05,65.86,23,19,3,0.0
2025-03-20 00:00:00,5.0,78.84,105.03,34.96,10.01,1281.74,0.0,46.49,44.08,0,20,3,0.0
2025-03-20 01:00:00,4.0,55.07,76.14,23.99,7.57,974.66,0.0,48.64,35.46,1,20,3,-1.0
2025-03-20 02:00:00,4.0,51.94,72.08,19.54,6.26,894.55,0.0,43.99,32.93,2,20,3,0.0
2025-03-20 03:00:00,4.0,60.48,82.89,21.42,5.3,988.01,0.02,29.33,31.41,3,20,3,0.0
2025-03-20 04:00:00,4.0,74.44,100.52,26.39,5.01,1174.93,0.38,12.16,25.84,4,20,3,0.0
2025-03-20 05:00:00,5.0,89.57,120.3,29.47,5.36,1388.55,3.24,2.12,19.76,5,20,3,1.0
2025-03-20 06:00:00,5.0,106.04,143.35,28.79,6.26,1682.28,11.85,0.05,19.0,6,20,3,0.0
2025-03-20 07:00:00,5.0,142.39,191.81,31.87,9.54,2483.37,34.87,0.2,25.59,7,20,3,0.0
2025-03-20 08:00:00,5.0,186.15,248.2,39.07,13.23,3631.59,71.53,2.62,34.45,8,20,3,0.0
2025-03-20 09:00:00,5.0,191.24,247.87,63.75,15.74,3631.59,57.22,15.38,39.01,9,20,3,0.0
2025-03-20 10:00:00,5.0,220.02,282.77,90.48,17.64,3738.4,34.42,54.36,42.05,10,20,3,0.0
2025-03-20 11:00:00,5.0,254.96,320.91,83.63,17.88,3417.97,12.41,160.22,39.52,11,20,3,0.0
2025-03-20 12:00:00,5.0,53.02,68.68,10.97,16.69,781.06,1.24,180.24,14.31,12,20,3,0.0
2025-03-20 13:00:00,4.0,33.26,45.42,6.08,11.8,527.38,0.74,164.51,11.4,13,20,3,-1.0
2025-03-20 14:00:00,4.0,27.95,39.07,5.91,10.85,480.65,0.72,154.5,10.39,14,20,3,0.0
2025-03-20 15:00:00,4.0,26.53,37.24,8.05,11.56,500.68,0.89,148.77,10.51,15,20,3,0.0
2025-03-20 16:00:00,4.0,28.23,39.47,13.71,14.19,587.46,1.2,140.19,11.91,16,20,3,0.0
2025-03-20 17:00:00,3.0,28.57,40.45,22.28,15.97,707.63,1.16,123.02,13.17,17,20,3,-1.0
2025-03-20 18:00:00,3.0,33.45,48.3,40.44,16.69,1014.71,0.44,91.55,16.97,18,20,3,0.0
2025-03-20 19:00:00,3.0,45.82,67.07,58.95,21.46,1415.25,0.0,58.65,23.56,19,20,3,0.0
2025-03-20 20:00:00,4.0,58.25,85.9,67.17,25.51,1642.23,0.0,41.48,29.89,20,20,3,1.0
2025-03-20 21:00:00,4.0,71.14,104.2,69.23,22.41,1815.8,0.01,32.19,35.46,21,20,3,0.0
2025-03-20 22:00:00,5.0,85.88,125.46,70.6,18.84,2002.72,0.08,24.32,40.02,22,20,3,1.0
2025-03-20 23:00:00,5.0,89.1,133.57,69.92,15.02,2029.42,0.23,18.78,42.05,23,20,3,0.0
2025-03-21 00:00:00,5.0,77.26,119.58,62.38,10.85,1762.39,0.15,19.49,39.52,0,21,3,0.0
2025-03-21 01:00:00,4.0,68.8,107.39,50.72,8.58,1495.36,0.03,24.68,39.01,1,21,3,-1.0
2025-03-21 02:00:00,4.0,69.79,106.11,40.78,7.57,1335.14,0.02,25.75,41.04,2,21,3,0.0
2025-03-21 03:00:00,5.0,77.89,114.68,37.01,7.09,1361.85,0.1,18.42,43.57,3,21,3,1.0
2025-03-21 04:00:00,5.0,91.43,130.37,38.04,7.09,1522.06,0.89,6.88,44.58,4,21,3,0.0
2025-03-21 05:00:00,5.0,106.19,147.87,37.7,7.45,1735.69,5.42,0.7,45.6,5,21,3,0.0
2025-03-21 06:00:00,5.0,121.08,166.95,35.3,8.23,2029.42,15.2,0.01,47.62,6,21,3,0.0
2025-03-21 07:00:00,5.0,155.64,211.52,35.99,11.8,2830.51,41.57,0.24,56.24,7,21,3,0.0
2025-03-21 08:00:00,5.0,193.9,259.97,41.81,15.97,4005.43,82.25,2.77,62.32,8,21,3,0.0
2025-03-21 09:00:00,5.0,195.89,256.48,66.49,18.6,4165.65,76.0,13.05,60.8,9,21,3,0.0
2025-03-21 10:00:00,5.0,226.52,292.13,105.56,21.46,4379.27,49.62,47.92,58.26,10,21,3,0.0
2025-03-21 11:00:00,5.0,264.25,332.09,111.04,22.65,4005.43,18.55,154.5,50.66,11,21,3,0.0
2025-03-21 12:00:00,5.0,57.56,72.82,15.77,25.27,867.84,1.84,188.83,13.68,12,21,3,0.0
2025-03-21 13:00:00,4.0,30.64,39.52,7.2,15.74,520.71,0.87,170.23,9.37,13,21,3,-1.0
2025-03-21 14:00:00,4.0,23.73,31.07,6.6,13.23,453.95,0.78,158.79,8.23,14,21,3,0.0
2025-03-21 15:00:00,4.0,22.98,30.49,9.34,14.42,487.33,1.05,150.2,8.99,15,21,3,0.0
2025-03-21 16:00:00,4.0,27.09,36.43,14.91,17.17,594.14,1.45,144.48,11.4,16,21,3,0.0
2025-03-21 17:00:00,3.0,29.06,40.0,23.99,19.07,720.98,1.48,125.89,13.3,17,21,3,-1.0
2025-03-21 18:00:00,3.0,48.35,67.8,80.2,21.93,1682.28,2.01,54.36,23.31,18,21,3,0.0
2025-03-21 19:00:00,5.0,96.45,133.18,126.12,28.85,3364.56,27.05,0.46,39.01,19,21,3,2.0
2025-03-21 20:00:00,5.0,159.09,214.39,135.72,34.81,5020.14,70.63,0.0,53.7,20,21,3,0.0
2025-03-21 21:00:00,5.0,215.11,284.44,142.57,36.24,6301.88,96.56,0.0,63.84,21,21,3,0.0
2025-03-21 22:00:00,5.0,231.32,303.51,132.98,32.9,6195.07,91.2,0.0,63.33,22,21,3,0.0
2025-03-21 23:00:00,5.0,184.68,247.96,106.93,24.08,4539.49,53.64,0.0,55.22,23,21,3,0.0
2025-03-22 00:00:00,5.0,103.97,147.22,73.34,13.59,2323.15,10.73,0.55,45.6,0,22,3,0.0
2025-03-22 01:00:00,5.0,75.06,107.31,52.09,9.06,1548.77,1.09,7.33,40.53,1,22,3,0.0
2025-03-22 02:00:00,4.0,66.67,93.68,39.41,6.79,1295.09,0.07,16.99,39.01,2,22,3,-1.0
2025-03-22 03:00:00,4.0,65.8,91.36,33.59,5.36,1201.63,0.06,18.06,40.02,3,22,3,0.0
2025-03-22 04:00:00,4.0,69.87,96.07,32.22,4.77,1214.98,0.19,13.05,41.54,4,22,3,0.0
2025-03-22 05:00:00,5.0,78.05,105.64,33.59,4.65,1308.44,0.88,6.08,43.06,5,22,3,1.0
2025-03-22 06:00:00,5.0,89.22,119.73,34.96,4.95,1495.36,4.25,1.07,46.1,6,22,3,0.0
2025-03-22 07:00:00,5.0,112.15,149.41,34.96,7.21,2002.72,19.0,0.71,50.66,7,22,3,0.0
2025-03-22 08:00:00,5.0,136.07,180.68,36.33,9.78,2696.99,43.36,5.45,53.2,8,22,3,0.0
2025-03-22 09:00:00,5.0,155.15,204.08,50.72,12.04,3124.24,50.07,16.09,54.21,9,22,3,0.0
2025-03-22 10:00:00,5.0,194.95,251.53,82.25,14.42,3524.78,34.42,54.36,53.7,10,22,3,0.0
2025-03-22 11:00:00,5.0,260.75,321.82,89.11,15.97,3471.37,13.52,168.8,51.17,11,22,3,0.0
2025-03-22 12:00:00,5.0,110.71,128.53,16.28,24.08,1068.12,1.54,231.74,24.07,12,22,3,0.0
2025-03-22 13:00:00,5.0,68.96,79.99,8.57,20.74,700.95,0.77,226.02,16.72,13,22,3,0.0
2025-03-22 14:00:00,5.0,60.65,71.07,7.88,18.84,627.52,0.66,223.16,15.58,14,22,3,0.0
2025-03-22 15:00:00,5.0,75.27,90.93,30.85,19.07,1134.87,2.71,203.13,20.77,15,22,3,0.0
2025-03-22 16:00:00,5.0,102.96,126.77,69.23,20.98,2029.42,5.59,171.66,27.87,16,22,3,0.0
2025-03-22 17:00:00,5.0,127.02,157.93,117.9,23.6,3044.13,7.38,117.3,33.44,17,22,3,0.0
2025-03-22 18:00:00,5.0,145.29,183.56,163.14,25.27,3791.81,4.97,43.63,40.02,18,22,3,0.0
2025-03-22 19:00:00,5.0,159.76,207.73,160.4,24.32,4005.43,11.29,1.86,47.12,19,22,3,0.0
2025-03-22 20:00:00,5.0,172.28,231.3,123.38,21.22,3845.21,23.25,0.02,53.7,20,22,3,0.0
2025-03-22 21:00:00,5.0,172.06,234.81,91.85,16.45,3311.16,23.02,0.02,59.78,21,22,3,0.0
2025-03-22 22:00:00,5.0,169.27,230.25,65.8,13.83,2937.32,26.15,0.0,64.34,22,22,3,0.0
2025-03-22 23:00:00,5.0,163.14,217.16,48.67,11.8,2723.69,29.06,0.0,64.85,23,22,3,0.0
2025-03-23 00:00:00,5.0,152.0,195.4,43.53,9.42,2456.67,25.7,0.0,62.82,0,23,3,0.0
2025-03-23 01:00:00,5.0,140.94,176.92,40.44,7.87,2109.53,17.21,0.01,64.34,1,23,3,0.0
2025-03-23 02:00:00,5.0,135.02,167.74,36.33,7.21,1815.8,10.84,0.06,61.81,2,23,3,0.0
2025-03-23 03:00:00,5.0,137.97,169.76,34.62,6.85,1708.98,8.61,0.08,52.69,3,23,3,0.0
2025-03-23 04:00:00,5.0,145.0,176.82,34.62,6.68,1735.69,8.05,0.08,47.12,4,23,3,0.0
2025-03-23 05:00:00,5.0,154.52,186.16,35.3,6.62,1762.39,8.61,0.06,43.57,5,23,3,0.0
2025-03-23 06:00:00,5.0,164.91,196.84,35.99,6.85,1869.2,10.95,0.04,42.05,6,23,3,0.0
2025-03-23 07:00:00,5.0,192.65,230.26,39.41,9.54,2456.67,25.26,0.53,49.65,7,23,3,0.0
2025-03-23 08:00:00,5.0,230.33,275.59,47.98,13.23,3391.27,51.86,5.28,59.78,8,23,3,0.0
2025-03-23 09:00:00,5.0,225.0,265.1,71.29,16.69,3311.16,32.63,32.19,57.76,9,23,3,0.0
2025-03-23 10:00:00,5.0,255.94,296.98,83.63,19.07,3471.37,17.88,95.84,59.28,10,23,3,0.0
2025-03-23 11:00:00,5.0,308.94,349.92,74.03,21.46,3417.97,7.38,223.16,56.24,11,23,3,0.0
2025-03-23 12:00:00,5.0,80.09,91.7,11.65,26.46,854.49,1.01,234.6,17.23,12,23,3,0.0
2025-03-23 13:00:00,5.0,49.85,57.74,7.2,20.27,587.46,0.65,223.16,12.54,13,23,3,0.0
2025-03-23 14:00:00,5.0,46.4,53.74,7.45,19.79,560.76,0.61,226.02,11.53,14,23,3,0.0
